"Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","PASSENGER","Let Her Go",5948,0,136,0,39.658,0,222,"4",1,5948,579,40.437
2,"=","ONEREPUBLIC","Counting Stars",5829,0,-283,0,40.6,0,239,"14/45",1,6255,573,43.972
3,"=","A GREAT BIG WORLD","Say Something",5265,0,248,0,36.609,0,124,"8/82",3,5265,545,36.609
4,"=","IMAGINE DRAGONS","Demons",5160,0,-490,0,34.78,0,161,"23",1,6064,828,42.022
5,"=","AMERICAN AUTHORS","Best Day Of My Life",5091,0,77,0,33.697,0,142,"26",4,5091,590,33.697
6,"=","ONE DIRECTION","Story Of My Life",4044,0,626,0,29.054,0,73,"18",6,4044,738,29.054
7,"=","AVICII","Wake Me Up",4044,0,-463,0,28.83,0,166,"31",1,6093,885,42.361
8,"=","FRAY","Love Don't Die",3410,0,72,0,20.208,0,104,"90",7,3429,512,20.633
9,"=","NEIGHBOURHOOD","Sweater Weather",3313,0,113,0,20.908,0,178,"46",9,3330,340,21.229
10,"=","BASTILLE","Pompeii",3288,0,320,0,22.131,0,100,"7",10,3288,327,22.131
11,"=","LORDE","Team",3136,0,454,0,21.238,0,65,"10",11,3136,514,21.238
12,"=","DAUGHTRY","Waiting For Superman",2921,0,126,0,17.419,0,127,"85",11,2921,370,17.419
13,"=","PITBULL","Timber f/Ke$ha",2688,0,330,0,19.535,0,82,"5",13,2688,550,19.535
14,"=","COLBIE CAILLAT","Hold On",2625,0,-40,0,16.55,0,71,"146",13,2665,623,16.55
15,"=","JOHN NEWMAN","Love Me Again",2275,0,324,0,13.195,0,130,"36",15,2275,324,13.195
16,"=","ELLIE GOULDING","Burn",2020,0,591,0,12.283,0,54,"28",16,2020,591,12.283
17,"=","GOO GOO DOLLS","Come To Me",1976,0,-92,0,12.978,0,182,"177",16,2073,205,13.292
18,"=","KATY PERRY","Unconditionally",1736,0,-848,0,12.583,0,104,"67",6,3719,794,26.523
19,"=","CHRISTINA PERRI","Human",1573,0,57,0,7.648,0,71,"102",19,1573,237,7.648
20,"=","BRUNO MARS","Young Girls",1406,0,268,0,7.564,0,50,"35",20,1406,286,7.564
21,"=","KATY PERRY","Dark Horse",1366,0,597,0,11.192,0,26,"1",21,1366,597,11.192
22,"=","MILEY CYRUS","Wrecking Ball",1250,0,-248,0,9.44,0,136,"56",6,3926,659,28.726
23,"=","LADY GAGA","Do What U Want f/R. Kelly",1248,0,69,0,6.265,0,73,"63",22,1248,194,6.32
24,"=","ZEDD","Stay The Night f/H. Williams",1195,0,8,0,8.168,0,82,"68",23,1210,186,8.207
25,"=","EMINEM","The Monster f/Rihanna",1039,0,75,0,8.557,0,77,"24",25,1039,148,8.557
26,"=","GAVIN DEGRAW","Make A Move",989,0,-126,0,3.675,0,90,"--",24,1145,175,4.45
27,"=","JOHN LEGEND","All Of Me",868,0,251,0,4.724,0,68,"12",27,868,251,4.724
28,"=","NEON TREES","Sleeping With A Friend",800,0,384,0,2.941,0,15,"--",28,800,384,2.941
29,"=","PLAIN WHITE T'S","The Giving Tree",629,0,0,0,2.273,0,110,"--",28,646,80,2.576
30,"=","AVICII","Hey Brother",465,0,72,0,1.345,0,45,"27",30,465,129,1.623
31,"=","THE 1975","Chocolate",449,0,125,0,1.89,0,21,"110",31,449,142,1.89
32,"=","MARY LAMBERT","She Keeps Me Warm",410,0,70,0,1.9,0,26,"--",32,410,149,1.9
33,"=","DRAKE F/MAJID JORDAN","Hold On We're Going Home",400,0,-162,0,2.776,0,122,"81",18,1619,219,10.28
34,"=","MAROON 5","Lucky Strike",379,0,-6,0,2.788,0,110,"--",32,403,80,3.188
35,"=","ALOE BLACC","The Man",362,0,203,0,2.089,0,9,"9",35,362,229,2.112
36,"=","PHARRELL WILLIAMS","Happy",334,0,255,0,2.705,0,6,"2",36,334,255,2.705
37,"=","FITZ & THE TANTRUMS","The Walker",330,0,102,0,1.771,0,14,"104",36,330,142,1.774
38,"=","MATT NATHANSON","Kinks Shirt",316,0,84,0,0.993,0,23,"--",37,316,84,0.993
39,"=","SHAKIRA F/RIHANNA","Can't Remember To Forget You",281,0,91,0,1.443,0,12,"20",39,281,159,1.443
40,"=","IMAGINE DRAGONS","On Top Of The World",281,0,66,0,2.379,0,22,"93",39,281,70,2.379
41,"=","BEYONCE","XO",261,0,3,0,1.064,0,19,"57",39,261,112,1.155
42,"=","LEE DEWYZE","Fight",252,0,-6,0,0.342,0,68,"--",38,263,40,0.441
43,"=","JAMES BLUNT","Bonfire Heart",238,0,-189,0,1.091,0,123,"--",30,516,93,2.205
44,"=","MILEY CYRUS","Adore You",225,0,90,0,1.086,0,8,"17",44,225,90,1.086
45,"=","CAGE THE ELEPHANT","Come A Little Closer",208,0,43,0,0.597,0,12,"--",43,208,71,0.598
46,"=","NONONO","Pumpin Blood",163,0,24,0,0.477,0,23,"--",46,163,44,0.477
47,"=","PARAMORE","Ain't It Fun",162,0,57,0,0.369,0,5,"197",47,162,57,0.369
48,"=","KEVIN RUDOLF","Here's To Us",128,0,-18,0,0.168,0,59,"--",45,169,50,0.329
49,"=","YUNA","Rescue",126,0,-18,0,0.155,0,37,"--",45,150,37,0.185
50,"=","CELESTE BUCKINGHAM","Run Run Run",117,0,26,0,0.259,0,3,"--",50,117,26,0.259
